"PROBEID","SYMBOL","GENENAME"
"14412","204297_at","PIK3C3","phosphatidylinositol 3-kinase catalytic subunit type 3"
"14413","204298_s_at","LOX","lysyl oxidase"
"14414","204299_at","SRSF10","serine and arginine rich splicing factor 10"
"14415","204300_at","GATB","glutamyl-tRNA amidotransferase subunit B"
"14416","204301_at","KBTBD11","kelch repeat and BTB domain containing 11"
"14417","204302_s_at","CTIF","cap binding complex dependent translation initiation factor"
"14418","204303_s_at","CTIF","cap binding complex dependent translation initiation factor"
"14419","204304_s_at","PROM1","prominin 1"
"14420","204305_at","MIPEP","mitochondrial intermediate peptidase"
"14421","204306_s_at","CD151","CD151 molecule (Raph blood group)"
"14422","204307_at","TECPR2","tectonin beta-propeller repeat containing 2"
"14423","204308_s_at","TECPR2","tectonin beta-propeller repeat containing 2"
"14424","204309_at","CYP11A1","cytochrome P450 family 11 subfamily A member 1"
"14425","204310_s_at","NPR2","natriuretic peptide receptor 2"
"14426","204311_at","ATP1B2","ATPase Na+/K+ transporting subunit beta 2"
"14427","204312_x_at","CREB1","cAMP responsive element binding protein 1"
"14428","204313_s_at","CREB1","cAMP responsive element binding protein 1"
"14429","204314_s_at","CREB1","cAMP responsive element binding protein 1"
"14430","204315_s_at","GTSE1","G2 and S-phase expressed 1"
"14431","204316_at","RGS10","regulator of G protein signaling 10"
"14432","204317_at","GTSE1","G2 and S-phase expressed 1"
"14433","204317_at","TRMU","tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase"
"14434","204318_s_at","GTSE1","G2 and S-phase expressed 1"
"14435","204319_s_at","RGS10","regulator of G protein signaling 10"
"14436","204320_at","COL11A1","collagen type XI alpha 1 chain"
"14437","204321_at","NEO1","neogenin 1"
"14438","204322_at","GOLIM4","golgi integral membrane protein 4"
"14439","204323_x_at","NF1","neurofibromin 1"
"14440","204324_s_at","GOLIM4","golgi integral membrane protein 4"
"14441","204325_s_at","NF1","neurofibromin 1"
"14442","204326_x_at","MT1X","metallothionein 1X"
"14443","204327_s_at","ZNF202","zinc finger protein 202"
"14444","204328_at","TMC6","transmembrane channel like 6"
"14445","204329_s_at","ZNF202","zinc finger protein 202"
"14446","204330_s_at","MRPS12","mitochondrial ribosomal protein S12"
"14447","204331_s_at","MRPS12","mitochondrial ribosomal protein S12"
"14448","204332_s_at","AGA","aspartylglucosaminidase"
"14449","204333_s_at","AGA","aspartylglucosaminidase"
"14450","204334_at","KLF7","Kruppel like factor 7"
"14451","204335_at","YJU2","YJU2 splicing factor homolog"
"14452","204336_s_at","RGS19","regulator of G protein signaling 19"
"14453","204337_at","RGS4","regulator of G protein signaling 4"
"14454","204338_s_at","RGS4","regulator of G protein signaling 4"
"14455","204339_s_at","RGS4","regulator of G protein signaling 4"
"14456","204340_at","TMEM187","transmembrane protein 187"
"14457","204341_at","TRIM16","tripartite motif containing 16"
"14458","204342_at","SLC25A24","solute carrier family 25 member 24"
"14459","204343_at","ABCA3","ATP binding cassette subfamily A member 3"
"14460","204344_s_at","SEC23A","Sec23 homolog A, coat complex II component"
"14461","204345_at","COL16A1","collagen type XVI alpha 1 chain"
"14462","204346_s_at","RASSF1","Ras association domain family member 1"
"14463","204347_at","AK4","adenylate kinase 4"
"14464","204348_s_at","AK4","adenylate kinase 4"
"14465","204349_at","MED7","mediator complex subunit 7"
"14466","204350_s_at","MED7","mediator complex subunit 7"
"14467","204351_at","S100P","S100 calcium binding protein P"
"14468","204352_at","TRAF5","TNF receptor associated factor 5"
"14469","204353_s_at","POT1","protection of telomeres 1"
"14470","204354_at","POT1","protection of telomeres 1"
"14471","204355_at","DHX30","DExH-box helicase 30"
"14472","204356_at","LIMK1","LIM domain kinase 1"
"14473","204357_s_at","LIMK1","LIM domain kinase 1"
"14474","204358_s_at","FLRT2","fibronectin leucine rich transmembrane protein 2"
"14475","204359_at","FLRT2","fibronectin leucine rich transmembrane protein 2"
"14476","204360_s_at","NAGLU","N-acetyl-alpha-glucosaminidase"
"14477","204361_s_at","SKAP2","src kinase associated phosphoprotein 2"
"14478","204362_at","SKAP2","src kinase associated phosphoprotein 2"
"14479","204363_at","F3","coagulation factor III, tissue factor"
"14480","204364_s_at","REEP1","receptor accessory protein 1"
"14481","204365_s_at","REEP1","receptor accessory protein 1"
"14482","204366_s_at","GTF3C2","general transcription factor IIIC subunit 2"
"14483","204367_at","SP2","Sp2 transcription factor"
"14484","204368_at","SLCO2A1","solute carrier organic anion transporter family member 2A1"
"14485","204369_at","PIK3CA","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"
"14486","204370_at","CLP1","cleavage and polyadenylation factor I subunit 1"
"14487","204371_s_at","KHSRP","KH-type splicing regulatory protein"
"14488","204372_s_at","KHSRP","KH-type splicing regulatory protein"
"14489","204373_s_at","CEP350","centrosomal protein 350"
"14490","204374_s_at","GALK1","galactokinase 1"
"14491","204375_at","CLSTN3","calsyntenin 3"
"14492","204376_at","DCAF1","DDB1 and CUL4 associated factor 1"
"14493","204377_s_at","DCAF1","DDB1 and CUL4 associated factor 1"
"14494","204378_at","BCAS1","breast carcinoma amplified sequence 1"
"14495","204379_s_at","FGFR3","fibroblast growth factor receptor 3"
"14496","204380_s_at","FGFR3","fibroblast growth factor receptor 3"
"14497","204381_at","LRP3","LDL receptor related protein 3"
"14498","204382_at","NAT9","N-acetyltransferase 9 (putative)"
"14499","204383_at","ESS2","ess-2 splicing factor homolog"
"14500","204383_at","TSSK2","testis specific serine kinase 2"
"14501","204384_at","GOLGA2","golgin A2"
"14502","204385_at","KYNU","kynureninase"
"14503","204386_s_at","MRPL57","mitochondrial ribosomal protein L57"
"14504","204387_x_at","MRPL57","mitochondrial ribosomal protein L57"
"14505","204388_s_at","MAOA","monoamine oxidase A"
"14506","204389_at","MAOA","monoamine oxidase A"
"14507","204390_at","TRIM24","tripartite motif containing 24"
"14508","204391_x_at","TRIM24","tripartite motif containing 24"
"14509","204392_at","CAMK1","calcium/calmodulin dependent protein kinase I"
"14510","204393_s_at","ACPP","acid phosphatase, prostate"
"14511","204394_at","SLC43A1","solute carrier family 43 member 1"
"14512","204395_s_at","GRK5","G protein-coupled receptor kinase 5"
"14513","204396_s_at","GRK5","G protein-coupled receptor kinase 5"
"14514","204397_at","EML2","EMAP like 2"
"14515","204398_s_at","EML2","EMAP like 2"
"14516","204399_s_at","EML2","EMAP like 2"
"14517","204400_at","EFS","embryonal Fyn-associated substrate"
"14518","204401_at","KCNN4","potassium calcium-activated channel subfamily N member 4"
"14519","204402_at","RHBDD3","rhomboid domain containing 3"
"14520","204403_x_at","TCAF1","TRPM8 channel associated factor 1"
"14521","204404_at","SLC12A2","solute carrier family 12 member 2"
"14522","204405_x_at","DIMT1","DIMT1 rRNA methyltransferase and ribosome maturation factor"
"14523","204406_at","FLT1","fms related tyrosine kinase 1"
"14524","204407_at","TTF2","transcription termination factor 2"
"14525","204408_at","APEX2","apurinic/apyrimidinic endodeoxyribonuclease 2"
"14526","204409_s_at","EIF1AY","eukaryotic translation initiation factor 1A Y-linked"
"14527","204410_at","EIF1AY","eukaryotic translation initiation factor 1A Y-linked"
"14528","204411_at","KIF21B","kinesin family member 21B"
"14529","204412_s_at","NEFH","neurofilament heavy"
"14530","204413_at","TRAF2","TNF receptor associated factor 2"
"14531","204414_at","LARGE1","LARGE xylosyl- and glucuronyltransferase 1"
"14532","204415_at","IFI6","interferon alpha inducible protein 6"
"14533","204416_x_at","APOC1","apolipoprotein C1"
"14534","204417_at","GALC","galactosylceramidase"
"14535","204418_x_at","GSTM2","glutathione S-transferase mu 2"
"14536","204419_x_at","HBG2","hemoglobin subunit gamma 2"
"14537","204419_x_at","HBG1","hemoglobin subunit gamma 1"
"14538","204420_at","FOSL1","FOS like 1, AP-1 transcription factor subunit"
"14539","204421_s_at","FGF2","fibroblast growth factor 2"
"14540","204422_s_at","FGF2","fibroblast growth factor 2"
"14541","204423_at","MKLN1","muskelin 1"
"14542","204424_s_at","LMO3","LIM domain only 3"
"14543","204425_at","ARHGAP4","Rho GTPase activating protein 4"
"14544","204426_at","TMED2","transmembrane p24 trafficking protein 2"
"14545","204427_s_at","TMED2","transmembrane p24 trafficking protein 2"
"14546","204428_s_at","LCAT","lecithin-cholesterol acyltransferase"
"14547","204429_s_at","SLC2A5","solute carrier family 2 member 5"
"14548","204430_s_at","SLC2A5","solute carrier family 2 member 5"
"14549","204431_at","TLE2","TLE family member 2, transcriptional corepressor"
"14550","204432_at","SOX12","SRY-box 12"
"14551","204433_s_at","SPATA2","spermatogenesis associated 2"
"14552","204434_at","SPATA2","spermatogenesis associated 2"
"14553","204435_at","NUP58","nucleoporin 58"
"14554","204436_at","PLEKHO2","pleckstrin homology domain containing O2"
"14555","204437_s_at","FOLR1","folate receptor 1"
"14556","204438_at","MRC1","mannose receptor C-type 1"
"14557","204439_at","IFI44L","interferon induced protein 44 like"
"14558","204440_at","CD83","CD83 molecule"
"14559","204441_s_at","POLA2","DNA polymerase alpha 2, accessory subunit"
"14560","204442_x_at","LTBP4","latent transforming growth factor beta binding protein 4"
"14561","204443_at","ARSA","arylsulfatase A"
"14562","204444_at","KIF11","kinesin family member 11"
"14563","204445_s_at","ALOX5","arachidonate 5-lipoxygenase"
"14564","204446_s_at","ALOX5","arachidonate 5-lipoxygenase"
"14565","204447_at","LZTS3","leucine zipper tumor suppressor family member 3"
"14566","204448_s_at","PDCL","phosducin like"
"14567","204449_at","PDCL","phosducin like"
"14568","204450_x_at","APOA1","apolipoprotein A1"
"14569","204451_at","FZD1","frizzled class receptor 1"
"14570","204452_s_at","FZD1","frizzled class receptor 1"
"14571","204453_at","ZNF84","zinc finger protein 84"
"14572","204454_at","LDOC1","LDOC1 regulator of NFKB signaling"
"14573","204455_at","DST","dystonin"
"14574","204456_s_at","GAS1","growth arrest specific 1"
"14575","204457_s_at","GAS1","growth arrest specific 1"
"14576","204458_at","PLA2G15","phospholipase A2 group XV"
"14577","204459_at","CSTF2","cleavage stimulation factor subunit 2"
"14578","204460_s_at","RAD1","RAD1 checkpoint DNA exonuclease"
"14579","204461_x_at","RAD1","RAD1 checkpoint DNA exonuclease"
"14580","204462_s_at","SLC16A2","solute carrier family 16 member 2"
"14581","204463_s_at","EDNRA","endothelin receptor type A"
"14582","204464_s_at","EDNRA","endothelin receptor type A"
"14583","204465_s_at","INA","internexin neuronal intermediate filament protein alpha"
"14584","204466_s_at","SNCA","synuclein alpha"
"14585","204467_s_at","SNCA","synuclein alpha"
"14586","204468_s_at","TIE1","tyrosine kinase with immunoglobulin like and EGF like domains 1"
"14587","204469_at","PTPRZ1","protein tyrosine phosphatase receptor type Z1"
"14588","204470_at","CXCL1","C-X-C motif chemokine ligand 1"
"14589","204471_at","GAP43","growth associated protein 43"
"14590","204472_at","GEM","GTP binding protein overexpressed in skeletal muscle"
"14591","204473_s_at","ZNF592","zinc finger protein 592"
"14592","204474_at","ZNF142","zinc finger protein 142"
"14593","204475_at","MMP1","matrix metallopeptidase 1"
"14594","204476_s_at","PC","pyruvate carboxylase"
"14595","204477_at","RABIF","RAB interacting factor"
"14596","204478_s_at","RABIF","RAB interacting factor"
"14597","204479_at","OSTF1","osteoclast stimulating factor 1"
"14598","204480_s_at","C9orf16","chromosome 9 open reading frame 16"
"14599","204481_at","BRPF1","bromodomain and PHD finger containing 1"
"14600","204482_at","CLDN5","claudin 5"
"14601","204483_at","ENO3","enolase 3"
"14602","204484_at","PIK3C2B","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta"
"14603","204485_s_at","TOM1L1","target of myb1 like 1 membrane trafficking protein"
"14604","204486_at","KCNQ1","potassium voltage-gated channel subfamily Q member 1"
"14605","204486_at","KCNQ1OT1","KCNQ1 opposite strand/antisense transcript 1"
"14606","204487_s_at","KCNQ1","potassium voltage-gated channel subfamily Q member 1"
"14607","204488_at","DOLK","dolichol kinase"
"14608","204489_s_at","CD44","CD44 molecule (Indian blood group)"
"14609","204490_s_at","CD44","CD44 molecule (Indian blood group)"
"14610","204491_at","PDE4D","phosphodiesterase 4D"
"14611","204492_at","ARHGAP11A","Rho GTPase activating protein 11A"
"14612","204493_at","BID","BH3 interacting domain death agonist"
"14613","204494_s_at","C15orf39","chromosome 15 open reading frame 39"
"14614","204495_s_at","C15orf39","chromosome 15 open reading frame 39"
"14615","204496_at","STRN3","striatin 3"
"14616","204497_at","ADCY9","adenylate cyclase 9"
"14617","204498_s_at","ADCY9","adenylate cyclase 9"
"14618","204499_at","AGTPBP1","ATP/GTP binding protein 1"
"14619","204500_s_at","AGTPBP1","ATP/GTP binding protein 1"
"14620","204501_at","CCN3","cellular communication network factor 3"
"14621","204502_at","SAMHD1","SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1"
"14622","204503_at","EVPL","envoplakin"
"14623","204504_s_at","HIRIP3","HIRA interacting protein 3"
"14624","204505_s_at","DMTN","dematin actin binding protein"
"14625","204506_at","PPP3R1","protein phosphatase 3 regulatory subunit B, alpha"
"14626","204507_s_at","PPP3R1","protein phosphatase 3 regulatory subunit B, alpha"
"14627","204508_s_at","CA12","carbonic anhydrase 12"
"14628","204509_at","CA12","carbonic anhydrase 12"
"14629","204510_at","CDC7","cell division cycle 7"
"14630","204511_at","FARP2","FERM, ARH/RhoGEF and pleckstrin domain protein 2"
"14631","204512_at","HIVEP1","human immunodeficiency virus type I enhancer binding protein 1"
"14632","204513_s_at","ELMO1","engulfment and cell motility 1"
"14633","204514_at","DPH2","diphthamide biosynthesis 2"
"14634","204515_at","HSD3B1","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1"
"14635","204516_at","ATXN7","ataxin 7"
"14636","204517_at","PPIC","peptidylprolyl isomerase C"
"14637","204518_s_at","PPIC","peptidylprolyl isomerase C"
"14638","204519_s_at","PLLP","plasmolipin"
"14639","204520_x_at","BRD1","bromodomain containing 1"
"14640","204521_at","FAM216A","family with sequence similarity 216 member A"
"14641","204522_at","DXO","decapping exoribonuclease"
"14642","204523_at","ZNF140","zinc finger protein 140"
"14643","204524_at","PDPK1","3-phosphoinositide dependent protein kinase 1"
"14644","204525_at","PHF14","PHD finger protein 14"
"14645","204526_s_at","TBC1D8","TBC1 domain family member 8"
"14646","204527_at","MYO5A","myosin VA"
"14647","204528_s_at","NAP1L1","nucleosome assembly protein 1 like 1"
"14648","204529_s_at","TOX","thymocyte selection associated high mobility group box"
"14649","204530_s_at","TOX","thymocyte selection associated high mobility group box"
"14650","204531_s_at","BRCA1","BRCA1 DNA repair associated"
"14651","204532_x_at","UGT1A9","UDP glucuronosyltransferase family 1 member A9"
"14652","204532_x_at","UGT1A10","UDP glucuronosyltransferase family 1 member A10"
"14653","204532_x_at","UGT1A8","UDP glucuronosyltransferase family 1 member A8"
"14654","204532_x_at","UGT1A6","UDP glucuronosyltransferase family 1 member A6"
"14655","204532_x_at","UGT1A4","UDP glucuronosyltransferase family 1 member A4"
"14656","204532_x_at","UGT1A1","UDP glucuronosyltransferase family 1 member A1"
"14657","204533_at","CXCL10","C-X-C motif chemokine ligand 10"
"14658","204534_at","VTN","vitronectin"
"14659","204534_at","SEBOX","SEBOX homeobox"
"14660","204535_s_at","REST","RE1 silencing transcription factor"
"14661","204536_s_at","REST","RE1 silencing transcription factor"
"14662","204537_s_at","GABRE","gamma-aminobutyric acid type A receptor epsilon subunit"
"14663","204537_s_at","MIR224","microRNA 224"
"14664","204537_s_at","MIR452","microRNA 452"
"14665","204538_x_at","NPIPA1","nuclear pore complex interacting protein family member A1"
"14666","204539_s_at","CELSR1","cadherin EGF LAG seven-pass G-type receptor 1"
"14667","204540_at","EEF1A2","eukaryotic translation elongation factor 1 alpha 2"
"14668","204541_at","SEC14L2","SEC14 like lipid binding 2"
"14669","204542_at","ST6GALNAC2","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2"
"14670","204543_at","RAPGEF1","Rap guanine nucleotide exchange factor 1"
"14671","204544_at","HPS5","HPS5 biogenesis of lysosomal organelles complex 2 subunit 2"
"14672","204545_at","PEX6","peroxisomal biogenesis factor 6"
"14673","204546_at","KIAA0513","KIAA0513"
"14674","204547_at","RAB40B","RAB40B, member RAS oncogene family"
